current_week_value,update_dt,source,last_week_value,datadate,product_name
9.7,2018-06-07 15:45:30,http://www.ccf.com.cn/newscenter/detail-160000-2017031000185.shtml,8.4,2017-03-10,宁波
3.1,2018-06-07 15:45:30,http://www.ccf.com.cn/newscenter/detail-160000-2017031000185.shtml,3.6,2017-03-10,上海及嘉兴
37.7,2018-06-07 15:45:30,http://www.ccf.com.cn/newscenter/detail-160000-2017031000185.shtml,35.4,2017-03-10,张家港
15.8,2018-06-07 15:45:30,http://www.ccf.com.cn/newscenter/detail-160000-2017031000185.shtml,15,2017-03-10,太仓及常熟
3.7,2018-06-07 15:45:30,http://www.ccf.com.cn/newscenter/detail-160000-2017031000185.shtml,3.2,2017-03-10,江阴及常州
70.0,2018-06-07 15:45:30,http://www.ccf.com.cn/newscenter/detail-160000-2017031000185.shtml,65.6,2017-03-10,总和
7.6,2018-06-07 15:45:34,http://www.ccf.com.cn/newscenter/detail-160000-2017031700424.shtml,9.7,2017-03-17,宁波
4.1,2018-06-07 15:45:34,http://www.ccf.com.cn/newscenter/detail-160000-2017031700424.shtml,3.1,2017-03-17,上海及嘉兴
34.7,2018-06-07 15:45:34,http://www.ccf.com.cn/newscenter/detail-160000-2017031700424.shtml,37.7,2017-03-17,张家港
12.3,2018-06-07 15:45:34,http://www.ccf.com.cn/newscenter/detail-160000-2017031700424.shtml,15.8,2017-03-17,太仓及常熟
3.5,2018-06-07 15:45:34,http://www.ccf.com.cn/newscenter/detail-160000-2017031700424.shtml,3.7,2017-03-17,江阴及常州
62.3,2018-06-07 15:45:34,http://www.ccf.com.cn/newscenter/detail-160000-2017031700424.shtml,70.0,2017-03-17,总和
7.3,2018-06-07 15:45:36,http://www.ccf.com.cn/newscenter/detail-160000-2017032400340.shtml,7.6,2017-03-24,宁波
4.2,2018-06-07 15:45:36,http://www.ccf.com.cn/newscenter/detail-160000-2017032400340.shtml,4.1,2017-03-24,上海及嘉兴
37.5,2018-06-07 15:45:36,http://www.ccf.com.cn/newscenter/detail-160000-2017032400340.shtml,34.7,2017-03-24,张家港
11.2,2018-06-07 15:45:36,http://www.ccf.com.cn/newscenter/detail-160000-2017032400340.shtml,12.3,2017-03-24,太仓及常熟
4.0,2018-06-07 15:45:36,http://www.ccf.com.cn/newscenter/detail-160000-2017032400340.shtml,3.5,2017-03-24,江阴及常州
64,2018-06-07 15:45:36,http://www.ccf.com.cn/newscenter/detail-160000-2017032400340.shtml,62.3,2017-03-24,总和
7.8,2018-06-07 15:45:41,http://www.ccf.com.cn/newscenter/detail-160000-2017040700401.shtml,9.3,2017-04-07,宁波
4.1,2018-06-07 15:45:41,http://www.ccf.com.cn/newscenter/detail-160000-2017040700401.shtml,4.9,2017-04-07,上海及嘉兴
37.1,2018-06-07 15:45:41,http://www.ccf.com.cn/newscenter/detail-160000-2017040700401.shtml,37.6,2017-04-07,张家港
13.1,2018-06-07 15:45:41,http://www.ccf.com.cn/newscenter/detail-160000-2017040700401.shtml,10.6,2017-04-07,太仓及常熟
3.2,2018-06-07 15:45:41,http://www.ccf.com.cn/newscenter/detail-160000-2017040700401.shtml,4.0,2017-04-07,江阴及常州
65.3,2018-06-07 15:45:41,http://www.ccf.com.cn/newscenter/detail-160000-2017040700401.shtml,66.4,2017-04-07,总和
7,2018-06-07 15:45:44,http://www.ccf.com.cn/newscenter/detail-160000-2017041400427.shtml,7.8,2017-04-14,宁波
3.1,2018-06-07 15:45:44,http://www.ccf.com.cn/newscenter/detail-160000-2017041400427.shtml,4.1,2017-04-14,上海及嘉兴
36.7,2018-06-07 15:45:45,http://www.ccf.com.cn/newscenter/detail-160000-2017041400427.shtml,37.1,2017-04-14,张家港
11.1,2018-06-07 15:45:45,http://www.ccf.com.cn/newscenter/detail-160000-2017041400427.shtml,13.1,2017-04-14,太仓及常熟
3.2,2018-06-07 15:45:45,http://www.ccf.com.cn/newscenter/detail-160000-2017041400427.shtml,3.2,2017-04-14,江阴及常州
61.1,2018-06-07 15:45:45,http://www.ccf.com.cn/newscenter/detail-160000-2017041400427.shtml,65.3,2017-04-14,总和
9.2,2018-06-07 15:45:49,http://www.ccf.com.cn/newscenter/detail-160000-2017042100431.shtml,7,2017-04-21,宁波
4.9,2018-06-07 15:45:49,http://www.ccf.com.cn/newscenter/detail-160000-2017042100431.shtml,3.1,2017-04-21,上海及嘉兴
35.4,2018-06-07 15:45:49,http://www.ccf.com.cn/newscenter/detail-160000-2017042100431.shtml,36.7,2017-04-21,张家港
9.7,2018-06-07 15:45:49,http://www.ccf.com.cn/newscenter/detail-160000-2017042100431.shtml,11.1,2017-04-21,太仓及常熟
3.7,2018-06-07 15:45:49,http://www.ccf.com.cn/newscenter/detail-160000-2017042100431.shtml,3.2,2017-04-21,江阴及常州
62.9,2018-06-07 15:45:49,http://www.ccf.com.cn/newscenter/detail-160000-2017042100431.shtml,61.1,2017-04-21,总和
9.4,2018-06-07 15:45:53,http://www.ccf.com.cn/newscenter/detail-160000-2017042800439.shtml,9.2,2017-04-28,宁波
4.3,2018-06-07 15:45:53,http://www.ccf.com.cn/newscenter/detail-160000-2017042800439.shtml,4.9,2017-04-28,上海及嘉兴
33.2,2018-06-07 15:45:53,http://www.ccf.com.cn/newscenter/detail-160000-2017042800439.shtml,35.4,2017-04-28,张家港
11.4,2018-06-07 15:45:53,http://www.ccf.com.cn/newscenter/detail-160000-2017042800439.shtml,9.7,2017-04-28,太仓及常熟
3.5,2018-06-07 15:45:53,http://www.ccf.com.cn/newscenter/detail-160000-2017042800439.shtml,3.7,2017-04-28,江阴及常州
61.8,2018-06-07 15:45:53,http://www.ccf.com.cn/newscenter/detail-160000-2017042800439.shtml,62.9,2017-04-28,总和
9.3,2018-06-07 15:45:56,http://www.ccf.com.cn/newscenter/detail-160000-2017033100425.shtml,7.3,2017-03-31,宁波
4.9,2018-06-07 15:45:56,http://www.ccf.com.cn/newscenter/detail-160000-2017033100425.shtml,4.2,2017-03-31,上海及嘉兴
37.6,2018-06-07 15:45:56,http://www.ccf.com.cn/newscenter/detail-160000-2017033100425.shtml,37.5,2017-03-31,张家港
10.6,2018-06-07 15:45:56,http://www.ccf.com.cn/newscenter/detail-160000-2017033100425.shtml,11.2,2017-03-31,太仓及常熟
4.0,2018-06-07 15:45:56,http://www.ccf.com.cn/newscenter/detail-160000-2017033100425.shtml,4.0,2017-03-31,江阴及常州
66.4,2018-06-07 15:45:56,http://www.ccf.com.cn/newscenter/detail-160000-2017033100425.shtml,64,2017-03-31,总和
9.8,2018-06-07 15:47:09,http://www.ccf.com.cn/newscenter/detail-160000-2017050500418.shtml,9.4,2017-05-05,宁波
6.2,2018-06-07 15:47:09,http://www.ccf.com.cn/newscenter/detail-160000-2017050500418.shtml,4.3,2017-05-05,上海及嘉兴
32,2018-06-07 15:47:09,http://www.ccf.com.cn/newscenter/detail-160000-2017050500418.shtml,33.2,2017-05-05,张家港
12.6,2018-06-07 15:47:09,http://www.ccf.com.cn/newscenter/detail-160000-2017050500418.shtml,11.4,2017-05-05,太仓及常熟
3.7,2018-06-07 15:47:09,http://www.ccf.com.cn/newscenter/detail-160000-2017050500418.shtml,3.5,2017-05-05,江阴及常州
64.3,2018-06-07 15:47:09,http://www.ccf.com.cn/newscenter/detail-160000-2017050500418.shtml,61.8,2017-05-05,总和
8.1,2018-06-07 15:47:13,http://www.ccf.com.cn/newscenter/detail-160000-2017051200404.shtml,9.8,2017-05-12,宁波
6.1,2018-06-07 15:47:13,http://www.ccf.com.cn/newscenter/detail-160000-2017051200404.shtml,6.2,2017-05-12,上海及嘉兴
31.1,2018-06-07 15:47:13,http://www.ccf.com.cn/newscenter/detail-160000-2017051200404.shtml,32,2017-05-12,张家港
13.4,2018-06-07 15:47:13,http://www.ccf.com.cn/newscenter/detail-160000-2017051200404.shtml,12.6,2017-05-12,太仓及常熟
4,2018-06-07 15:47:13,http://www.ccf.com.cn/newscenter/detail-160000-2017051200404.shtml,3.7,2017-05-12,江阴及常州
62.7,2018-06-07 15:47:13,http://www.ccf.com.cn/newscenter/detail-160000-2017051200404.shtml,64.3,2017-05-12,总和
9.2,2018-06-07 15:47:16,http://www.ccf.com.cn/newscenter/detail-160000-2017051900431.shtml,8.1,2017-05-19,宁波
5.1,2018-06-07 15:47:16,http://www.ccf.com.cn/newscenter/detail-160000-2017051900431.shtml,6.1,2017-05-19,上海及嘉兴
30.4,2018-06-07 15:47:16,http://www.ccf.com.cn/newscenter/detail-160000-2017051900431.shtml,31.1,2017-05-19,张家港
11.8,2018-06-07 15:47:16,http://www.ccf.com.cn/newscenter/detail-160000-2017051900431.shtml,13.4,2017-05-19,太仓及常熟
4.2,2018-06-07 15:47:17,http://www.ccf.com.cn/newscenter/detail-160000-2017051900431.shtml,4,2017-05-19,江阴及常州
60.7,2018-06-07 15:47:17,http://www.ccf.com.cn/newscenter/detail-160000-2017051900431.shtml,62.7,2017-05-19,总和
6.7,2018-06-07 15:47:20,http://www.ccf.com.cn/newscenter/detail-160000-2017052600439.shtml,9.2,2017-05-26,宁波
3.9,2018-06-07 15:47:20,http://www.ccf.com.cn/newscenter/detail-160000-2017052600439.shtml,5.1,2017-05-26,上海及嘉兴
32.5,2018-06-07 15:47:20,http://www.ccf.com.cn/newscenter/detail-160000-2017052600439.shtml,30.4,2017-05-26,张家港
11.8,2018-06-07 15:47:20,http://www.ccf.com.cn/newscenter/detail-160000-2017052600439.shtml,11.8,2017-05-26,太仓及常熟
4.4,2018-06-07 15:47:20,http://www.ccf.com.cn/newscenter/detail-160000-2017052600439.shtml,4.2,2017-05-26,江阴及常州
59.3,2018-06-07 15:47:20,http://www.ccf.com.cn/newscenter/detail-160000-2017052600439.shtml,60.7,2017-05-26,总和
6.4,2018-06-07 15:47:23,http://www.ccf.com.cn/newscenter/detail-160000-2017060200394.shtml,6.7,2017-06-02,宁波
2.5,2018-06-07 15:47:23,http://www.ccf.com.cn/newscenter/detail-160000-2017060200394.shtml,3.9,2017-06-02,上海及嘉兴
32.7,2018-06-07 15:47:23,http://www.ccf.com.cn/newscenter/detail-160000-2017060200394.shtml,32.5,2017-06-02,张家港
14.8,2018-06-07 15:47:23,http://www.ccf.com.cn/newscenter/detail-160000-2017060200394.shtml,11.8,2017-06-02,太仓及常熟
3.9,2018-06-07 15:47:23,http://www.ccf.com.cn/newscenter/detail-160000-2017060200394.shtml,4.4,2017-06-02,江阴及常州
60.3,2018-06-07 15:47:23,http://www.ccf.com.cn/newscenter/detail-160000-2017060200394.shtml,59.3,2017-06-02,总和
6.9,2018-06-07 15:47:27,http://www.ccf.com.cn/newscenter/detail-160000-2017060900399.shtml,6.4,2017-06-09,宁波
1.4,2018-06-07 15:47:27,http://www.ccf.com.cn/newscenter/detail-160000-2017060900399.shtml,2.5,2017-06-09,上海及嘉兴
34,2018-06-07 15:47:27,http://www.ccf.com.cn/newscenter/detail-160000-2017060900399.shtml,32.7,2017-06-09,张家港
10.6,2018-06-07 15:47:28,http://www.ccf.com.cn/newscenter/detail-160000-2017060900399.shtml,14.8,2017-06-09,太仓及常熟
3.7,2018-06-07 15:47:28,http://www.ccf.com.cn/newscenter/detail-160000-2017060900399.shtml,3.9,2017-06-09,江阴及常州
56.6,2018-06-07 15:47:28,http://www.ccf.com.cn/newscenter/detail-160000-2017060900399.shtml,60.3,2017-06-09,总和
5.5,2018-06-07 15:47:32,http://www.ccf.com.cn/newscenter/detail-160000-2017061600390.shtml,6.9,2017-06-16,宁波
3.5,2018-06-07 15:47:32,http://www.ccf.com.cn/newscenter/detail-160000-2017061600390.shtml,1.4,2017-06-16,上海及嘉兴
35.8,2018-06-07 15:47:32,http://www.ccf.com.cn/newscenter/detail-160000-2017061600390.shtml,34,2017-06-16,张家港
14,2018-06-07 15:47:32,http://www.ccf.com.cn/newscenter/detail-160000-2017061600390.shtml,10.6,2017-06-16,太仓及常熟
3.7,2018-06-07 15:47:32,http://www.ccf.com.cn/newscenter/detail-160000-2017061600390.shtml,3.7,2017-06-16,江阴及常州
62.5,2018-06-07 15:47:32,http://www.ccf.com.cn/newscenter/detail-160000-2017061600390.shtml,56.6,2017-06-16,总和
6.4,2018-06-07 15:47:36,http://www.ccf.com.cn/newscenter/detail-160000-2017062300351.shtml,5.5,2017-06-23,宁波
2.4,2018-06-07 15:47:36,http://www.ccf.com.cn/newscenter/detail-160000-2017062300351.shtml,3.5,2017-06-23,上海及嘉兴
35,2018-06-07 15:47:36,http://www.ccf.com.cn/newscenter/detail-160000-2017062300351.shtml,35.8,2017-06-23,张家港
11.3,2018-06-07 15:47:36,http://www.ccf.com.cn/newscenter/detail-160000-2017062300351.shtml,14,2017-06-23,太仓及常熟
3.4,2018-06-07 15:47:36,http://www.ccf.com.cn/newscenter/detail-160000-2017062300351.shtml,3.7,2017-06-23,江阴及常州
58.5,2018-06-07 15:47:36,http://www.ccf.com.cn/newscenter/detail-160000-2017062300351.shtml,62.5,2017-06-23,总和
5,2018-06-07 15:47:39,http://www.ccf.com.cn/newscenter/detail-160000-2017070700366.shtml,5.2,2017-07-07,宁波
3.6,2018-06-07 15:47:39,http://www.ccf.com.cn/newscenter/detail-160000-2017070700366.shtml,1.7,2017-07-07,上海及嘉兴
32.5,2018-06-07 15:47:39,http://www.ccf.com.cn/newscenter/detail-160000-2017070700366.shtml,32.1,2017-07-07,张家港
8.9,2018-06-07 15:47:39,http://www.ccf.com.cn/newscenter/detail-160000-2017070700366.shtml,9.2,2017-07-07,太仓及常熟
4.3,2018-06-07 15:47:39,http://www.ccf.com.cn/newscenter/detail-160000-2017070700366.shtml,3.5,2017-07-07,江阴及常州
54.3,2018-06-07 15:47:39,http://www.ccf.com.cn/newscenter/detail-160000-2017070700366.shtml,51.7,2017-07-07,总和
5.2,2018-06-07 15:47:43,http://www.ccf.com.cn/newscenter/detail-160000-2017063000411.shtml,6.4,2017-06-30,宁波
1.7,2018-06-07 15:47:43,http://www.ccf.com.cn/newscenter/detail-160000-2017063000411.shtml,2.4,2017-06-30,上海及嘉兴
32.1,2018-06-07 15:47:43,http://www.ccf.com.cn/newscenter/detail-160000-2017063000411.shtml,35,2017-06-30,张家港
9.2,2018-06-07 15:47:43,http://www.ccf.com.cn/newscenter/detail-160000-2017063000411.shtml,11.3,2017-06-30,太仓及常熟
3.5,2018-06-07 15:47:43,http://www.ccf.com.cn/newscenter/detail-160000-2017063000411.shtml,3.4,2017-06-30,江阴及常州
51.7,2018-06-07 15:47:43,http://www.ccf.com.cn/newscenter/detail-160000-2017063000411.shtml,58.5,2017-06-30,总和
5.3,2018-06-07 15:47:47,http://www.ccf.com.cn/newscenter/detail-160000-2017112400360.shtml,6.64,2017-11-24,宁波
2.3,2018-06-07 15:47:47,http://www.ccf.com.cn/newscenter/detail-160000-2017112400360.shtml,0.6,2017-11-24,上海及嘉兴
32.4,2018-06-07 15:47:47,http://www.ccf.com.cn/newscenter/detail-160000-2017112400360.shtml,34.95,2017-11-24,张家港
6.7,2018-06-07 15:47:47,http://www.ccf.com.cn/newscenter/detail-160000-2017112400360.shtml,7.7,2017-11-24,太仓及常熟
4,2018-06-07 15:47:47,http://www.ccf.com.cn/newscenter/detail-160000-2017112400360.shtml,4.7,2017-11-24,江阴及常州
50.7,2018-06-07 15:47:47,http://www.ccf.com.cn/newscenter/detail-160000-2017112400360.shtml,54.6,2017-11-24,总和
4.4,2018-06-07 15:47:51,http://www.ccf.com.cn/newscenter/detail-160000-2017120100169.shtml,5.3,2017-12-01,宁波
3.7,2018-06-07 15:47:51,http://www.ccf.com.cn/newscenter/detail-160000-2017120100169.shtml,2.3,2017-12-01,上海及嘉兴
30.6,2018-06-07 15:47:51,http://www.ccf.com.cn/newscenter/detail-160000-2017120100169.shtml,32.4,2017-12-01,张家港
10.6,2018-06-07 15:47:52,http://www.ccf.com.cn/newscenter/detail-160000-2017120100169.shtml,6.7,2017-12-01,太仓及常熟
4.2,2018-06-07 15:47:52,http://www.ccf.com.cn/newscenter/detail-160000-2017120100169.shtml,4,2017-12-01,江阴及常州
53.5,2018-06-07 15:47:52,http://www.ccf.com.cn/newscenter/detail-160000-2017120100169.shtml,50.7,2017-12-01,总和
3.6,2018-06-07 15:47:55,http://www.ccf.com.cn/newscenter/detail-160000-2017120800352.shtml,4.4,2017-12-08,宁波
2.6,2018-06-07 15:47:55,http://www.ccf.com.cn/newscenter/detail-160000-2017120800352.shtml,3.7,2017-12-08,上海及嘉兴
32.1,2018-06-07 15:47:55,http://www.ccf.com.cn/newscenter/detail-160000-2017120800352.shtml,30.6,2017-12-08,张家港
6.8,2018-06-07 15:47:55,http://www.ccf.com.cn/newscenter/detail-160000-2017120800352.shtml,10.6,2017-12-08,太仓及常熟
3.9,2018-06-07 15:47:55,http://www.ccf.com.cn/newscenter/detail-160000-2017120800352.shtml,4.2,2017-12-08,江阴及常州
49.0,2018-06-07 15:47:56,http://www.ccf.com.cn/newscenter/detail-160000-2017120800352.shtml,53.5,2017-12-08,总和
5.7,2018-06-07 15:48:00,http://www.ccf.com.cn/newscenter/detail-160000-2017121500371.shtml,3.6,2017-12-15,宁波
1.7,2018-06-07 15:48:00,http://www.ccf.com.cn/newscenter/detail-160000-2017121500371.shtml,2.6,2017-12-15,上海及嘉兴
30.7,2018-06-07 15:48:00,http://www.ccf.com.cn/newscenter/detail-160000-2017121500371.shtml,32.1,2017-12-15,张家港
10.2,2018-06-07 15:48:00,http://www.ccf.com.cn/newscenter/detail-160000-2017121500371.shtml,6.8,2017-12-15,太仓及常熟
4.5,2018-06-07 15:48:00,http://www.ccf.com.cn/newscenter/detail-160000-2017121500371.shtml,3.9,2017-12-15,江阴及常州
52.8,2018-06-07 15:48:00,http://www.ccf.com.cn/newscenter/detail-160000-2017121500371.shtml,49.0,2017-12-15,总和
6.3,2018-06-07 15:48:05,http://www.ccf.com.cn/newscenter/detail-160000-2017122200355.shtml,5.7,2017-12-22,宁波
4,2018-06-07 15:48:05,http://www.ccf.com.cn/newscenter/detail-160000-2017122200355.shtml,1.7,2017-12-22,上海及嘉兴
28.4,2018-06-07 15:48:05,http://www.ccf.com.cn/newscenter/detail-160000-2017122200355.shtml,30.7,2017-12-22,张家港
11.9,2018-06-07 15:48:05,http://www.ccf.com.cn/newscenter/detail-160000-2017122200355.shtml,10.2,2017-12-22,太仓及常熟
4.3,2018-06-07 15:48:05,http://www.ccf.com.cn/newscenter/detail-160000-2017122200355.shtml,4.5,2017-12-22,江阴及常州
54.9,2018-06-07 15:48:05,http://www.ccf.com.cn/newscenter/detail-160000-2017122200355.shtml,52.8,2017-12-22,总和
5.2,2018-06-07 15:48:07,http://www.ccf.com.cn/newscenter/detail-160000-2017122900326.shtml,6.3,2017-12-29,宁波
2.6,2018-06-07 15:48:07,http://www.ccf.com.cn/newscenter/detail-160000-2017122900326.shtml,4,2017-12-29,上海及嘉兴
25.3,2018-06-07 15:48:07,http://www.ccf.com.cn/newscenter/detail-160000-2017122900326.shtml,28.4,2017-12-29,张家港
9.2,2018-06-07 15:48:07,http://www.ccf.com.cn/newscenter/detail-160000-2017122900326.shtml,11.9,2017-12-29,太仓及常熟
4.2,2018-06-07 15:48:07,http://www.ccf.com.cn/newscenter/detail-160000-2017122900326.shtml,4.3,2017-12-29,江阴及常州
46.5,2018-06-07 15:48:07,http://www.ccf.com.cn/newscenter/detail-160000-2017122900326.shtml,54.9,2017-12-29,总和
7.1,2018-06-07 15:48:09,http://www.ccf.com.cn/newscenter/detail-160000-2018010500385.shtml,5.2,2018-01-05,宁波
3.0,2018-06-07 15:48:09,http://www.ccf.com.cn/newscenter/detail-160000-2018010500385.shtml,2.6,2018-01-05,上海及嘉兴
23.3,2018-06-07 15:48:09,http://www.ccf.com.cn/newscenter/detail-160000-2018010500385.shtml,25.3,2018-01-05,张家港
14.3,2018-06-07 15:48:09,http://www.ccf.com.cn/newscenter/detail-160000-2018010500385.shtml,9.2,2018-01-05,太仓及常熟
4.1,2018-06-07 15:48:09,http://www.ccf.com.cn/newscenter/detail-160000-2018010500385.shtml,4.2,2018-01-05,江阴及常州
51.8,2018-06-07 15:48:09,http://www.ccf.com.cn/newscenter/detail-160000-2018010500385.shtml,46.5,2018-01-05,总和
4,2018-06-07 15:49:13,http://www.ccf.com.cn/newscenter/detail-160000-2018011200383.shtml,7.1,2018-01-12,宁波
2,2018-06-07 15:49:13,http://www.ccf.com.cn/newscenter/detail-160000-2018011200383.shtml,3.0,2018-01-12,上海及嘉兴
25.6,2018-06-07 15:49:13,http://www.ccf.com.cn/newscenter/detail-160000-2018011200383.shtml,23.3,2018-01-12,张家港
12.1,2018-06-07 15:49:13,http://www.ccf.com.cn/newscenter/detail-160000-2018011200383.shtml,14.3,2018-01-12,太仓及常熟
3.7,2018-06-07 15:49:13,http://www.ccf.com.cn/newscenter/detail-160000-2018011200383.shtml,4.1,2018-01-12,江阴及常州
47.4,2018-06-07 15:49:13,http://www.ccf.com.cn/newscenter/detail-160000-2018011200383.shtml,51.8,2018-01-12,总和
4.9,2018-06-07 15:49:16,http://www.ccf.com.cn/newscenter/detail-160000-2018011900383.shtml,4,2018-01-19,宁波
1.9,2018-06-07 15:49:16,http://www.ccf.com.cn/newscenter/detail-160000-2018011900383.shtml,2,2018-01-19,上海及嘉兴
26.5,2018-06-07 15:49:16,http://www.ccf.com.cn/newscenter/detail-160000-2018011900383.shtml,25.6,2018-01-19,张家港
8.3,2018-06-07 15:49:16,http://www.ccf.com.cn/newscenter/detail-160000-2018011900383.shtml,12.1,2018-01-19,太仓及常熟
3.5,2018-06-07 15:49:16,http://www.ccf.com.cn/newscenter/detail-160000-2018011900383.shtml,3.7,2018-01-19,江阴及常州
45.1,2018-06-07 15:49:16,http://www.ccf.com.cn/newscenter/detail-160000-2018011900383.shtml,47.4,2018-01-19,总和
6.5,2018-06-07 15:49:20,http://www.ccf.com.cn/newscenter/detail-160000-2018012600477.shtml,4.9,2018-01-26,宁波
3.1,2018-06-07 15:49:20,http://www.ccf.com.cn/newscenter/detail-160000-2018012600477.shtml,1.9,2018-01-26,上海及嘉兴
25.8,2018-06-07 15:49:20,http://www.ccf.com.cn/newscenter/detail-160000-2018012600477.shtml,26.5,2018-01-26,张家港
7.9,2018-06-07 15:49:20,http://www.ccf.com.cn/newscenter/detail-160000-2018012600477.shtml,8.3,2018-01-26,太仓及常熟
4.7,2018-06-07 15:49:20,http://www.ccf.com.cn/newscenter/detail-160000-2018012600477.shtml,3.5,2018-01-26,江阴及常州
48.0,2018-06-07 15:49:20,http://www.ccf.com.cn/newscenter/detail-160000-2018012600477.shtml,45.1,2018-01-26,总和
7.3,2018-06-07 15:49:23,http://www.ccf.com.cn/newscenter/detail-160000-2018020900289.shtml,8.3,2018-02-09,宁波
1.6,2018-06-07 15:49:23,http://www.ccf.com.cn/newscenter/detail-160000-2018020900289.shtml,2.7,2018-02-09,上海及嘉兴
23.9,2018-06-07 15:49:23,http://www.ccf.com.cn/newscenter/detail-160000-2018020900289.shtml,24.3,2018-02-09,张家港
13.3,2018-06-07 15:49:23,http://www.ccf.com.cn/newscenter/detail-160000-2018020900289.shtml,15.2,2018-02-09,太仓及常熟
3.7,2018-06-07 15:49:23,http://www.ccf.com.cn/newscenter/detail-160000-2018020900289.shtml,4.2,2018-02-09,江阴及常州
49.8,2018-06-07 15:49:23,http://www.ccf.com.cn/newscenter/detail-160000-2018020900289.shtml,54.7,2018-02-09,总和
12.5,2018-06-07 15:49:27,http://www.ccf.com.cn/newscenter/detail-160000-2018022300493.shtml,7.3,2018-02-23,宁波
1.9,2018-06-07 15:49:27,http://www.ccf.com.cn/newscenter/detail-160000-2018022300493.shtml,1.6,2018-02-23,上海及嘉兴
31.7,2018-06-07 15:49:28,http://www.ccf.com.cn/newscenter/detail-160000-2018022300493.shtml,23.9,2018-02-23,张家港
11.9,2018-06-07 15:49:28,http://www.ccf.com.cn/newscenter/detail-160000-2018022300493.shtml,13.3,2018-02-23,太仓及常熟
4.7,2018-06-07 15:49:28,http://www.ccf.com.cn/newscenter/detail-160000-2018022300493.shtml,3.7,2018-02-23,江阴及常州
62.7,2018-06-07 15:49:28,http://www.ccf.com.cn/newscenter/detail-160000-2018022300493.shtml,49.8,2018-02-23,总和
12.3,2018-06-07 15:49:32,http://www.ccf.com.cn/newscenter/detail-160000-2018030900373.shtml,13.5,2018-03-09,宁波
2.2,2018-06-07 15:49:32,http://www.ccf.com.cn/newscenter/detail-160000-2018030900373.shtml,3.1,2018-03-09,上海及嘉兴
38.3,2018-06-07 15:49:32,http://www.ccf.com.cn/newscenter/detail-160000-2018030900373.shtml,36.4,2018-03-09,张家港
13.2,2018-06-07 15:49:32,http://www.ccf.com.cn/newscenter/detail-160000-2018030900373.shtml,12.7,2018-03-09,太仓及常熟
4.3,2018-06-07 15:49:32,http://www.ccf.com.cn/newscenter/detail-160000-2018030900373.shtml,5,2018-03-09,江阴及常州
70.3,2018-06-07 15:49:32,http://www.ccf.com.cn/newscenter/detail-160000-2018030900373.shtml,70.,2018-03-09,总和
10.4,2018-06-07 15:49:37,http://www.ccf.com.cn/newscenter/detail-160000-2018031600346.shtml,12.3,2018-03-16,宁波
3.2,2018-06-07 15:49:37,http://www.ccf.com.cn/newscenter/detail-160000-2018031600346.shtml,2.2,2018-03-16,上海及嘉兴
40.8,2018-06-07 15:49:37,http://www.ccf.com.cn/newscenter/detail-160000-2018031600346.shtml,38.3,2018-03-16,张家港
14.6,2018-06-07 15:49:37,http://www.ccf.com.cn/newscenter/detail-160000-2018031600346.shtml,13.2,2018-03-16,太仓及常熟
4.7,2018-06-07 15:49:37,http://www.ccf.com.cn/newscenter/detail-160000-2018031600346.shtml,4.3,2018-03-16,江阴及常州
73.7,2018-06-07 15:49:37,http://www.ccf.com.cn/newscenter/detail-160000-2018031600346.shtml,70.3,2018-03-16,总和
10.6,2018-06-07 15:49:38,http://www.ccf.com.cn/newscenter/detail-160000-2018032300298.shtml,10.4,2018-03-23,宁波
5,2018-06-07 15:49:38,http://www.ccf.com.cn/newscenter/detail-160000-2018032300298.shtml,3.2,2018-03-23,上海及嘉兴
39.2,2018-06-07 15:49:38,http://www.ccf.com.cn/newscenter/detail-160000-2018032300298.shtml,40.8,2018-03-23,张家港
16.5,2018-06-07 15:49:38,http://www.ccf.com.cn/newscenter/detail-160000-2018032300298.shtml,14.6,2018-03-23,太仓及常熟
4.1,2018-06-07 15:49:38,http://www.ccf.com.cn/newscenter/detail-160000-2018032300298.shtml,4.7,2018-03-23,江阴及常州
75.4,2018-06-07 15:49:38,http://www.ccf.com.cn/newscenter/detail-160000-2018032300298.shtml,73.7,2018-03-23,总和
11.3,2018-06-07 15:49:41,http://www.ccf.com.cn/newscenter/detail-160000-2018033000396.shtml,10.6,2018-03-30,宁波
4.6,2018-06-07 15:49:41,http://www.ccf.com.cn/newscenter/detail-160000-2018033000396.shtml,5,2018-03-30,上海及嘉兴
44.6,2018-06-07 15:49:41,http://www.ccf.com.cn/newscenter/detail-160000-2018033000396.shtml,39.2,2018-03-30,张家港
17.5,2018-06-07 15:49:41,http://www.ccf.com.cn/newscenter/detail-160000-2018033000396.shtml,16.5,2018-03-30,太仓及常熟
4.7,2018-06-07 15:49:41,http://www.ccf.com.cn/newscenter/detail-160000-2018033000396.shtml,4.1,2018-03-30,江阴及常州
82.7,2018-06-07 15:49:41,http://www.ccf.com.cn/newscenter/detail-160000-2018033000396.shtml,75.4,2018-03-30,总和
8.1,2018-06-07 15:49:45,http://www.ccf.com.cn/newscenter/detail-160000-2018040800416.shtml,11.3,2018-04-08,宁波
4.4,2018-06-07 15:49:45,http://www.ccf.com.cn/newscenter/detail-160000-2018040800416.shtml,4.6,2018-04-08,上海及嘉兴
