update_dt,datadate,source,change_price,day_avg_price,product_name
2018-06-07 10:45:23,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600446.shtml,0/0,19000-19500,PTMEG（市场价 高）
2018-06-07 10:45:42,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,35元/吨,6950,CCF内盘MEG现货
2018-06-07 10:45:42,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,5元/吨,6955,CCF内盘MEG期货
2018-06-07 10:45:42,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,35元/吨,6980,CCF内盘宁波MEG现货
2018-06-07 10:45:42,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,25元/吨,7125,CCF内盘华南MEG现货
2018-06-07 10:45:42,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,4美元/吨,902,CCF外盘MEG
2018-06-07 10:45:42,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,0,2.5,CCF接盘指数
2018-06-07 10:45:45,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500402.shtml,-1.06美元/桶,64.75,WTI原油期货
2018-06-07 10:45:45,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500402.shtml,-205元/吨,6915,石油制MEG现货
2018-06-07 10:45:45,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500402.shtml,下降,6900-7000,煤制MEG报价区间(出厂）
2018-06-07 10:45:45,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600364.shtml,0.77美元/桶,65.52,WTI原油期货
2018-06-07 10:45:45,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600364.shtml,35元/吨,6950,石油制MEG现货
2018-06-07 10:45:45,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600364.shtml,下降,6700-6900,煤制MEG报价区间(出厂）
2018-06-07 10:45:46,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500424.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:45:46,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500424.shtml,0/0,19000-19500,PTMEG（市场价 高）
2018-06-07 10:45:50,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-205元/吨,6915,CCF内盘MEG现货
2018-06-07 10:45:50,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-175元/吨,6950,CCF内盘MEG期货
2018-06-07 10:45:50,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-205元/吨,6945,CCF内盘宁波MEG现货
2018-06-07 10:45:50,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-100元/吨,7100,CCF内盘华南MEG现货
2018-06-07 10:45:50,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-25美元/吨,898,CCF外盘MEG
2018-06-07 10:45:50,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,0,2.5,CCF接盘指数
update_dt,datadate,source,change_price,day_avg_price,product_name
2018-06-07 10:48:35,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,35元/吨,6950,CCF内盘MEG现货
2018-06-07 10:48:35,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,5元/吨,6955,CCF内盘MEG期货
2018-06-07 10:48:35,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,35元/吨,6980,CCF内盘宁波MEG现货
2018-06-07 10:48:35,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,25元/吨,7125,CCF内盘华南MEG现货
2018-06-07 10:48:35,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,4美元/吨,902,CCF外盘MEG
2018-06-07 10:48:35,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,0,2.5,CCF接盘指数
2018-06-07 10:48:39,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600364.shtml,0.77美元/桶,65.52,WTI原油期货
2018-06-07 10:48:39,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600364.shtml,35元/吨,6950,石油制MEG现货
2018-06-07 10:48:39,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600364.shtml,下降,6700-6900,煤制MEG报价区间(出厂）
2018-06-07 10:48:42,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600446.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:48:42,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600446.shtml,0/0,19000-19500,PTMEG（市场价 高）
2018-06-07 10:48:46,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-205元/吨,6915,CCF内盘MEG现货
2018-06-07 10:48:46,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-175元/吨,6950,CCF内盘MEG期货
2018-06-07 10:48:46,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-205元/吨,6945,CCF内盘宁波MEG现货
2018-06-07 10:48:46,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-100元/吨,7100,CCF内盘华南MEG现货
2018-06-07 10:48:46,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-25美元/吨,898,CCF外盘MEG
2018-06-07 10:48:46,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,0,2.5,CCF接盘指数
2018-06-07 10:48:50,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500402.shtml,-1.06美元/桶,64.75,WTI原油期货
2018-06-07 10:48:50,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500402.shtml,-205元/吨,6915,石油制MEG现货
2018-06-07 10:48:50,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500402.shtml,下降,6900-7000,煤制MEG报价区间(出厂）
2018-06-07 10:48:53,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500424.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:48:53,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500424.shtml,0/0,19000-19500,PTMEG（市场价 高）
update_dt,datadate,source,change_price,day_avg_price,product_name
2018-06-07 10:50:20,2018-06-04,http://www.ccf.com.cn/newscenter/detail-140000-2018060400499.shtml,-55元/吨,7120,CCF内盘MEG现货
2018-06-07 10:50:20,2018-06-04,http://www.ccf.com.cn/newscenter/detail-140000-2018060400499.shtml,-75元/吨,7125,CCF内盘MEG期货
2018-06-07 10:50:20,2018-06-04,http://www.ccf.com.cn/newscenter/detail-140000-2018060400499.shtml,-50元/吨,7150,CCF内盘宁波MEG现货
2018-06-07 10:50:20,2018-06-04,http://www.ccf.com.cn/newscenter/detail-140000-2018060400499.shtml,-125元/吨,7200,CCF内盘华南MEG现货
2018-06-07 10:50:20,2018-06-04,http://www.ccf.com.cn/newscenter/detail-140000-2018060400499.shtml,-10美元/吨,923,CCF外盘MEG
2018-06-07 10:50:20,2018-06-04,http://www.ccf.com.cn/newscenter/detail-140000-2018060400499.shtml,0,2.5,CCF接盘指数
2018-06-07 10:50:24,2018-06-04,http://www.ccf.com.cn/newscenter/detail-140000-2018060400474.shtml,-1.23美元/桶,65.81,WTI原油期货
2018-06-07 10:50:24,2018-06-04,http://www.ccf.com.cn/newscenter/detail-140000-2018060400474.shtml,-55元/吨,7120,石油制MEG现货
2018-06-07 10:50:24,2018-06-04,http://www.ccf.com.cn/newscenter/detail-140000-2018060400474.shtml,上涨,6900-7100,煤制MEG报价区间(出厂）
2018-06-07 10:50:27,2018-06-04,http://www.ccf.com.cn/newscenter/detail-140000-2018060400476.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:50:28,2018-06-04,http://www.ccf.com.cn/newscenter/detail-140000-2018060400476.shtml,0/0,19000-19500,PTMEG（市场价 高）
2018-06-07 10:50:31,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600446.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:50:31,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600446.shtml,0/0,19000-19500,PTMEG（市场价 高）
2018-06-07 10:50:35,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,35元/吨,6950,CCF内盘MEG现货
2018-06-07 10:50:35,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,5元/吨,6955,CCF内盘MEG期货
2018-06-07 10:50:35,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,35元/吨,6980,CCF内盘宁波MEG现货
2018-06-07 10:50:35,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,25元/吨,7125,CCF内盘华南MEG现货
2018-06-07 10:50:35,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,4美元/吨,902,CCF外盘MEG
2018-06-07 10:50:35,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600456.shtml,0,2.5,CCF接盘指数
2018-06-07 10:50:39,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500402.shtml,-1.06美元/桶,64.75,WTI原油期货
2018-06-07 10:50:39,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500402.shtml,-205元/吨,6915,石油制MEG现货
2018-06-07 10:50:39,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500402.shtml,下降,6900-7000,煤制MEG报价区间(出厂）
2018-06-07 10:50:41,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600364.shtml,0.77美元/桶,65.52,WTI原油期货
2018-06-07 10:50:41,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600364.shtml,35元/吨,6950,石油制MEG现货
2018-06-07 10:50:41,2018-06-06,http://www.ccf.com.cn/newscenter/detail-140000-2018060600364.shtml,下降,6700-6900,煤制MEG报价区间(出厂）
2018-06-07 10:50:45,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500424.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:50:45,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500424.shtml,0/0,19000-19500,PTMEG（市场价 高）
2018-06-07 10:50:49,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-205元/吨,6915,CCF内盘MEG现货
2018-06-07 10:50:49,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-175元/吨,6950,CCF内盘MEG期货
2018-06-07 10:50:49,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-205元/吨,6945,CCF内盘宁波MEG现货
2018-06-07 10:50:49,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-100元/吨,7100,CCF内盘华南MEG现货
2018-06-07 10:50:49,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,-25美元/吨,898,CCF外盘MEG
2018-06-07 10:50:49,2018-06-05,http://www.ccf.com.cn/newscenter/detail-140000-2018060500444.shtml,0,2.5,CCF接盘指数
2018-06-07 10:50:53,2018-05-30,http://www.ccf.com.cn/newscenter/detail-140000-2018053000432.shtml,-1.15美元/桶,66.73,WTI原油期货
2018-06-07 10:50:53,2018-05-30,http://www.ccf.com.cn/newscenter/detail-140000-2018053000432.shtml,-35元/吨,6795,石油制MEG现货
2018-06-07 10:50:53,2018-05-30,http://www.ccf.com.cn/newscenter/detail-140000-2018053000432.shtml,平稳,6600-6800,煤制MEG报价区间(出厂）
2018-06-07 10:50:58,2018-05-29,http://www.ccf.com.cn/newscenter/detail-140000-2018052900417.shtml,-1.33美元/桶,66.55,WTI原油期货
2018-06-07 10:50:58,2018-05-29,http://www.ccf.com.cn/newscenter/detail-140000-2018052900417.shtml,-40元/吨,6830,石油制MEG现货
2018-06-07 10:50:58,2018-05-29,http://www.ccf.com.cn/newscenter/detail-140000-2018052900417.shtml,下降,6600-6800,煤制MEG报价区间(出厂）
2018-06-07 10:51:02,2018-05-30,http://www.ccf.com.cn/newscenter/detail-140000-2018053000463.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:51:02,2018-05-30,http://www.ccf.com.cn/newscenter/detail-140000-2018053000463.shtml,0/0,19000-19500,PTMEG（市场价 高）
2018-06-07 10:51:04,2018-05-23,http://www.ccf.com.cn/newscenter/detail-140000-2018052300427.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:51:04,2018-05-23,http://www.ccf.com.cn/newscenter/detail-140000-2018052300427.shtml,0/0,19100-19500,PTMEG（市场价 高）
2018-06-07 10:51:08,2018-05-24,http://www.ccf.com.cn/newscenter/detail-140000-2018052400471.shtml,-0.29美元/桶,71.84,WTI原油期货
2018-06-07 10:51:08,2018-05-24,http://www.ccf.com.cn/newscenter/detail-140000-2018052400471.shtml,-120元/吨,6985,石油制MEG现货
2018-06-07 10:51:08,2018-05-24,http://www.ccf.com.cn/newscenter/detail-140000-2018052400471.shtml,下降,6800-7100,煤制MEG报价区间(自提）
2018-06-07 10:51:12,2018-05-17,http://www.ccf.com.cn/newscenter/detail-140000-2018051700422.shtml,0.18美元/桶,71.49,WTI原油期货
2018-06-07 10:51:12,2018-05-17,http://www.ccf.com.cn/newscenter/detail-140000-2018051700422.shtml,-70元/吨,7180,石油制MEG现货
2018-06-07 10:51:12,2018-05-17,http://www.ccf.com.cn/newscenter/detail-140000-2018051700422.shtml,下调,7000-7200,煤制MEG报价区间(自提）
2018-06-07 10:51:16,2018-05-21,http://www.ccf.com.cn/newscenter/detail-140000-2018052100487.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:51:16,2018-05-21,http://www.ccf.com.cn/newscenter/detail-140000-2018052100487.shtml,0/0,19100-19500,PTMEG（市场价 高）
2018-06-07 10:51:20,2018-05-15,http://www.ccf.com.cn/newscenter/detail-140000-2018051500499.shtml,90元/吨,7200,CCF内盘MEG现货
2018-06-07 10:51:20,2018-05-15,http://www.ccf.com.cn/newscenter/detail-140000-2018051500499.shtml,110元/吨,7220,CCF内盘MEG期货
2018-06-07 10:51:20,2018-05-15,http://www.ccf.com.cn/newscenter/detail-140000-2018051500499.shtml,90元/吨,7240,CCF内盘宁波MEG现货
2018-06-07 10:51:20,2018-05-15,http://www.ccf.com.cn/newscenter/detail-140000-2018051500499.shtml,-100元/吨,7350,CCF内盘华南MEG现货
2018-06-07 10:51:20,2018-05-15,http://www.ccf.com.cn/newscenter/detail-140000-2018051500499.shtml,14美元/吨,943,CCF外盘MEG
2018-06-07 10:51:20,2018-05-15,http://www.ccf.com.cn/newscenter/detail-140000-2018051500499.shtml,0,2.5,CCF接盘指数
2018-06-07 10:51:24,2018-05-15,http://www.ccf.com.cn/newscenter/detail-140000-2018051500432.shtml,0.26美元/桶,70.96,WTI原油期货
2018-06-07 10:51:24,2018-05-15,http://www.ccf.com.cn/newscenter/detail-140000-2018051500432.shtml,90元/吨,7200,石油制MEG现货
2018-06-07 10:51:24,2018-05-15,http://www.ccf.com.cn/newscenter/detail-140000-2018051500432.shtml,上涨,7000-7200,煤制MEG报价区间(自提）
2018-06-07 10:51:28,2018-05-16,http://www.ccf.com.cn/newscenter/detail-140000-2018051600390.shtml,0.35美元/桶,71.31,WTI原油期货
2018-06-07 10:51:28,2018-05-16,http://www.ccf.com.cn/newscenter/detail-140000-2018051600390.shtml,50元/吨,7250,石油制MEG现货
2018-06-07 10:51:28,2018-05-16,http://www.ccf.com.cn/newscenter/detail-140000-2018051600390.shtml,上涨,7100-7150,煤制MEG报价区间(自提）
2018-06-07 10:51:32,2018-05-16,http://www.ccf.com.cn/newscenter/detail-140000-2018051600460.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:51:32,2018-05-16,http://www.ccf.com.cn/newscenter/detail-140000-2018051600460.shtml,0/0,19100-19500,PTMEG（市场价 高）
2018-06-07 10:51:36,2018-05-16,http://www.ccf.com.cn/newscenter/detail-140000-2018051600471.shtml,50元/吨,7250,CCF内盘MEG现货
2018-06-07 10:51:36,2018-05-16,http://www.ccf.com.cn/newscenter/detail-140000-2018051600471.shtml,45元/吨,7265,CCF内盘MEG期货
2018-06-07 10:51:36,2018-05-16,http://www.ccf.com.cn/newscenter/detail-140000-2018051600471.shtml,45元/吨,7285,CCF内盘宁波MEG现货
2018-06-07 10:51:36,2018-05-16,http://www.ccf.com.cn/newscenter/detail-140000-2018051600471.shtml,0元/吨,7350,CCF内盘华南MEG现货
2018-06-07 10:51:36,2018-05-16,http://www.ccf.com.cn/newscenter/detail-140000-2018051600471.shtml,8美元/吨,951,CCF外盘MEG
2018-06-07 10:51:36,2018-05-16,http://www.ccf.com.cn/newscenter/detail-140000-2018051600471.shtml,0,2.5,CCF接盘指数
2018-06-07 10:51:40,2018-05-21,http://www.ccf.com.cn/newscenter/detail-140000-2018052100409.shtml,-0.21美元/桶,71.28,WTI原油期货
2018-06-07 10:51:40,2018-05-21,http://www.ccf.com.cn/newscenter/detail-140000-2018052100409.shtml,20元/吨,7275,石油制MEG现货
2018-06-07 10:51:40,2018-05-21,http://www.ccf.com.cn/newscenter/detail-140000-2018052100409.shtml,上升,7100-7200,煤制MEG报价区间(自提）
2018-06-07 10:51:45,2018-05-21,http://www.ccf.com.cn/newscenter/detail-140000-2018052100501.shtml,20元/吨,7275,CCF内盘MEG现货
2018-06-07 10:51:45,2018-05-21,http://www.ccf.com.cn/newscenter/detail-140000-2018052100501.shtml,30元/吨,7305,CCF内盘MEG期货
2018-06-07 10:51:45,2018-05-21,http://www.ccf.com.cn/newscenter/detail-140000-2018052100501.shtml,5元/吨,7305,CCF内盘宁波MEG现货
2018-06-07 10:51:45,2018-05-21,http://www.ccf.com.cn/newscenter/detail-140000-2018052100501.shtml,25元/吨,7400,CCF内盘华南MEG现货
2018-06-07 10:51:45,2018-05-21,http://www.ccf.com.cn/newscenter/detail-140000-2018052100501.shtml,3美元/吨,953,CCF外盘MEG
2018-06-07 10:51:45,2018-05-21,http://www.ccf.com.cn/newscenter/detail-140000-2018052100501.shtml,0,2.5,CCF接盘指数
2018-06-07 10:51:48,2018-05-22,http://www.ccf.com.cn/newscenter/detail-140000-2018052200369.shtml,0.96美元/桶,72.24,WTI原油期货
2018-06-07 10:51:48,2018-05-22,http://www.ccf.com.cn/newscenter/detail-140000-2018052200369.shtml,-90元/吨,7182,石油制MEG现货
2018-06-07 10:51:48,2018-05-22,http://www.ccf.com.cn/newscenter/detail-140000-2018052200369.shtml,下降,7000-7200,煤制MEG报价区间(自提）
2018-06-07 10:51:52,2018-05-22,http://www.ccf.com.cn/newscenter/detail-140000-2018052200470.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:51:52,2018-05-22,http://www.ccf.com.cn/newscenter/detail-140000-2018052200470.shtml,0/0,19100-19500,PTMEG（市场价 高）
2018-06-07 10:51:56,2018-05-22,http://www.ccf.com.cn/newscenter/detail-140000-2018052200509.shtml,-90元/吨,7185,CCF内盘MEG现货
2018-06-07 10:51:56,2018-05-22,http://www.ccf.com.cn/newscenter/detail-140000-2018052200509.shtml,-90元/吨,7215,CCF内盘MEG期货
2018-06-07 10:51:56,2018-05-22,http://www.ccf.com.cn/newscenter/detail-140000-2018052200509.shtml,-95元/吨,7210,CCF内盘宁波MEG现货
2018-06-07 10:51:56,2018-05-22,http://www.ccf.com.cn/newscenter/detail-140000-2018052200509.shtml,-50元/吨,7350,CCF内盘华南MEG现货
2018-06-07 10:51:56,2018-05-22,http://www.ccf.com.cn/newscenter/detail-140000-2018052200509.shtml,-8美元/吨,945,CCF外盘MEG
2018-06-07 10:51:56,2018-05-22,http://www.ccf.com.cn/newscenter/detail-140000-2018052200509.shtml,0,2.5,CCF接盘指数
2018-06-07 10:52:00,2018-05-23,http://www.ccf.com.cn/newscenter/detail-140000-2018052300361.shtml,-0.11美元/桶,72.13,WTI原油期货
2018-06-07 10:52:00,2018-05-23,http://www.ccf.com.cn/newscenter/detail-140000-2018052300361.shtml,-80元/吨,7105,石油制MEG现货
2018-06-07 10:52:00,2018-05-23,http://www.ccf.com.cn/newscenter/detail-140000-2018052300361.shtml,下降,7000-7150,煤制MEG报价区间(自提）
2018-06-07 10:52:03,2018-05-17,http://www.ccf.com.cn/newscenter/detail-140000-2018051700447.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:52:03,2018-05-17,http://www.ccf.com.cn/newscenter/detail-140000-2018051700447.shtml,0/0,19100-19500,PTMEG（市场价 高）
2018-06-07 10:52:06,2018-05-17,http://www.ccf.com.cn/newscenter/detail-140000-2018051700473.shtml,-70元/吨,7180,CCF内盘MEG现货
2018-06-07 10:52:06,2018-05-17,http://www.ccf.com.cn/newscenter/detail-140000-2018051700473.shtml,-65元/吨,7200,CCF内盘MEG期货
2018-06-07 10:52:06,2018-05-17,http://www.ccf.com.cn/newscenter/detail-140000-2018051700473.shtml,-65元/吨,7220,CCF内盘宁波MEG现货
2018-06-07 10:52:06,2018-05-17,http://www.ccf.com.cn/newscenter/detail-140000-2018051700473.shtml,0元/吨,7350,CCF内盘华南MEG现货
2018-06-07 10:52:06,2018-05-17,http://www.ccf.com.cn/newscenter/detail-140000-2018051700473.shtml,-11美元/吨,940,CCF外盘MEG
2018-06-07 10:52:06,2018-05-17,http://www.ccf.com.cn/newscenter/detail-140000-2018051700473.shtml,0,2.5,CCF接盘指数
2018-06-07 10:52:09,2018-05-24,http://www.ccf.com.cn/newscenter/detail-140000-2018052400492.shtml,-120元/吨,6985,CCF内盘MEG现货
2018-06-07 10:52:09,2018-05-24,http://www.ccf.com.cn/newscenter/detail-140000-2018052400492.shtml,-160元/吨,7000,CCF内盘MEG期货
2018-06-07 10:52:09,2018-05-24,http://www.ccf.com.cn/newscenter/detail-140000-2018052400492.shtml,-130元/吨,7010,CCF内盘宁波MEG现货
2018-06-07 10:52:09,2018-05-24,http://www.ccf.com.cn/newscenter/detail-140000-2018052400492.shtml,-125元/吨,7225,CCF内盘华南MEG现货
2018-06-07 10:52:09,2018-05-24,http://www.ccf.com.cn/newscenter/detail-140000-2018052400492.shtml,-22美元/吨,916,CCF外盘MEG
2018-06-07 10:52:09,2018-05-24,http://www.ccf.com.cn/newscenter/detail-140000-2018052400492.shtml,0,2.5,CCF接盘指数
2018-06-07 10:52:12,2018-05-28,http://www.ccf.com.cn/newscenter/detail-140000-2018052800418.shtml,-2.83美元/桶,67.88,WTI原油期货
2018-06-07 10:52:12,2018-05-28,http://www.ccf.com.cn/newscenter/detail-140000-2018052800418.shtml,20元/吨,6870,石油制MEG现货
2018-06-07 10:52:12,2018-05-28,http://www.ccf.com.cn/newscenter/detail-140000-2018052800418.shtml,上升,6600-6900,煤制MEG报价区间(自提）
2018-06-07 10:52:16,2018-05-28,http://www.ccf.com.cn/newscenter/detail-140000-2018052800443.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:52:16,2018-05-28,http://www.ccf.com.cn/newscenter/detail-140000-2018052800443.shtml,0/0,19100-19500,PTMEG（市场价 高）
2018-06-07 10:52:19,2018-05-28,http://www.ccf.com.cn/newscenter/detail-140000-2018052800455.shtml,20元/吨,6870,CCF内盘MEG现货
2018-06-07 10:52:19,2018-05-28,http://www.ccf.com.cn/newscenter/detail-140000-2018052800455.shtml,30元/吨,6885,CCF内盘MEG期货
2018-06-07 10:52:19,2018-05-28,http://www.ccf.com.cn/newscenter/detail-140000-2018052800455.shtml,25元/吨,6900,CCF内盘宁波MEG现货
2018-06-07 10:52:19,2018-05-28,http://www.ccf.com.cn/newscenter/detail-140000-2018052800455.shtml,50元/吨,7075,CCF内盘华南MEG现货
2018-06-07 10:52:19,2018-05-28,http://www.ccf.com.cn/newscenter/detail-140000-2018052800455.shtml,0美元/吨,898,CCF外盘MEG
2018-06-07 10:52:19,2018-05-28,http://www.ccf.com.cn/newscenter/detail-140000-2018052800455.shtml,0,2.5,CCF接盘指数
2018-06-07 10:52:23,2018-05-23,http://www.ccf.com.cn/newscenter/detail-140000-2018052300485.shtml,-80元/吨,7105,CCF内盘MEG现货
2018-06-07 10:52:23,2018-05-23,http://www.ccf.com.cn/newscenter/detail-140000-2018052300485.shtml,-55元/吨,7160,CCF内盘MEG期货
2018-06-07 10:52:23,2018-05-23,http://www.ccf.com.cn/newscenter/detail-140000-2018052300485.shtml,-70元/吨,7140,CCF内盘宁波MEG现货
2018-06-07 10:52:23,2018-05-23,http://www.ccf.com.cn/newscenter/detail-140000-2018052300485.shtml,0元/吨,7350,CCF内盘华南MEG现货
2018-06-07 10:52:23,2018-05-23,http://www.ccf.com.cn/newscenter/detail-140000-2018052300485.shtml,-7美元/吨,938,CCF外盘MEG
2018-06-07 10:52:24,2018-05-23,http://www.ccf.com.cn/newscenter/detail-140000-2018052300485.shtml,0,2.5,CCF接盘指数
2018-06-07 10:52:28,2018-05-24,http://www.ccf.com.cn/newscenter/detail-140000-2018052400466.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:52:28,2018-05-24,http://www.ccf.com.cn/newscenter/detail-140000-2018052400466.shtml,0/0,19100-19500,PTMEG（市场价 高）
2018-06-07 10:52:31,2018-05-30,http://www.ccf.com.cn/newscenter/detail-140000-2018053000478.shtml,-35元/吨,6795,CCF内盘MEG现货
2018-06-07 10:52:31,2018-05-30,http://www.ccf.com.cn/newscenter/detail-140000-2018053000478.shtml,-40元/吨,6800,CCF内盘MEG期货
2018-06-07 10:52:31,2018-05-30,http://www.ccf.com.cn/newscenter/detail-140000-2018053000478.shtml,-30元/吨,6830,CCF内盘宁波MEG现货
2018-06-07 10:52:31,2018-05-30,http://www.ccf.com.cn/newscenter/detail-140000-2018053000478.shtml,-50元/吨,6950,CCF内盘华南MEG现货
2018-06-07 10:52:31,2018-05-30,http://www.ccf.com.cn/newscenter/detail-140000-2018053000478.shtml,-5美元/吨,884,CCF外盘MEG
2018-06-07 10:52:31,2018-05-30,http://www.ccf.com.cn/newscenter/detail-140000-2018053000478.shtml,0,2.5,CCF接盘指数
2018-06-07 10:52:34,2018-05-31,http://www.ccf.com.cn/newscenter/detail-140000-2018053100484.shtml,0/0,18500-19000,PTMEG（市场价 低）
2018-06-07 10:52:34,2018-05-31,http://www.ccf.com.cn/newscenter/detail-140000-2018053100484.shtml,0/0,19000-19500,PTMEG（市场价 高）
2018-06-07 10:52:38,2018-05-31,http://www.ccf.com.cn/newscenter/detail-140000-2018053100478.shtml,1.48美元/桶,68.21,WTI原油期货
2018-06-07 10:52:38,2018-05-31,http://www.ccf.com.cn/newscenter/detail-140000-2018053100478.shtml,255元/吨,7050,石油制MEG现货
2018-06-07 10:52:38,2018-05-31,http://www.ccf.com.cn/newscenter/detail-140000-2018053100478.shtml,平稳,6600-6800,煤制MEG报价区间(出厂）
2018-06-07 10:52:42,2018-05-31,http://www.ccf.com.cn/newscenter/detail-140000-2018053100504.shtml,255元/吨,7050,CCF内盘MEG现货
2018-06-07 10:52:42,2018-05-31,http://www.ccf.com.cn/newscenter/detail-140000-2018053100504.shtml,255元/吨,7055,CCF内盘MEG期货
2018-06-07 10:52:42,2018-05-31,http://www.ccf.com.cn/newscenter/detail-140000-2018053100504.shtml,245元/吨,7075,CCF内盘宁波MEG现货
