update_dt,datadate,source,change_price,day_avg_price,product_name
2018-06-07 12:55:04,2017-11-16,http://www.ccf.com.cn/newscenter/detail-140000-2017111600501.shtml,-53元/吨,7197,CCF内盘MEG期货
2018-06-07 12:55:04,2017-11-16,http://www.ccf.com.cn/newscenter/detail-140000-2017111600501.shtml,-20元/吨,7205,CCF内盘宁波MEG现货
2018-06-07 12:55:04,2017-11-16,http://www.ccf.com.cn/newscenter/detail-140000-2017111600501.shtml,-50元/吨,7400,CCF内盘华南MEG现货
2018-06-07 12:55:04,2017-11-16,http://www.ccf.com.cn/newscenter/detail-140000-2017111600501.shtml,-6美元/吨,886,CCF外盘MEG
2018-06-07 12:55:04,2017-11-16,http://www.ccf.com.cn/newscenter/detail-140000-2017111600501.shtml,0,2.5,CCF接盘指数
2018-06-07 12:55:08,2017-11-14,http://www.ccf.com.cn/newscenter/detail-140000-2017111400562.shtml,0/0,18300-18700,PTMEG（市场价 低）
2018-06-07 12:55:08,2017-11-14,http://www.ccf.com.cn/newscenter/detail-140000-2017111400562.shtml,0/0,18800-19400,PTMEG（市场价 高）
2018-06-07 12:55:10,2017-11-15,http://www.ccf.com.cn/newscenter/detail-140000-2017111500518.shtml,0/0,18300-18700,PTMEG（市场价 低）
2018-06-07 12:55:10,2017-11-15,http://www.ccf.com.cn/newscenter/detail-140000-2017111500518.shtml,0/0,18800-19400,PTMEG（市场价 高）
2018-06-07 12:55:14,2017-11-13,http://www.ccf.com.cn/newscenter/detail-140000-2017111300510.shtml,0/0,18300-18700,PTMEG（市场价 低）
2018-06-07 12:55:15,2017-11-13,http://www.ccf.com.cn/newscenter/detail-140000-2017111300510.shtml,0/0,18800-19400,PTMEG（市场价 高）
2018-06-07 12:55:18,2017-11-13,http://www.ccf.com.cn/newscenter/detail-140000-2017111300544.shtml,-15元/吨,7415,CCF内盘MEG现货
2018-06-07 12:55:18,2017-11-13,http://www.ccf.com.cn/newscenter/detail-140000-2017111300544.shtml,15元/吨,7405,CCF内盘MEG期货
2018-06-07 12:55:18,2017-11-13,http://www.ccf.com.cn/newscenter/detail-140000-2017111300544.shtml,-15元/吨,7415,CCF内盘宁波MEG现货
2018-06-07 12:55:18,2017-11-13,http://www.ccf.com.cn/newscenter/detail-140000-2017111300544.shtml,-25元/吨,7500,CCF内盘华南MEG现货
2018-06-07 12:55:18,2017-11-13,http://www.ccf.com.cn/newscenter/detail-140000-2017111300544.shtml,-4美元/吨,911,CCF外盘MEG
2018-06-07 12:55:18,2017-11-13,http://www.ccf.com.cn/newscenter/detail-140000-2017111300544.shtml,0,2.5,CCF接盘指数
2018-06-07 12:55:21,2017-11-09,http://www.ccf.com.cn/newscenter/detail-140000-2017110900472.shtml,0/0,18300-18700,PTMEG（市场价 低）
2018-06-07 12:55:21,2017-11-09,http://www.ccf.com.cn/newscenter/detail-140000-2017110900472.shtml,0/0,18800-19400,PTMEG（市场价 高）
2018-06-07 12:55:24,2017-11-07,http://www.ccf.com.cn/newscenter/detail-140000-2017110700606.shtml,60元/吨,7490,CCF内盘MEG现货
