value_date,report_title,table_title,index_name,column_value,report_date,value_unit,column_name
,亚洲PX市场日报（6.2）,3,七月上,953-955   *,2015-06-03 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（6.2）,4,七月下,923-925 *,2015-06-03 08:14:00,,FOB韩国
,亚洲PX市场日报（6.2）,4,七月下,944-946   *,2015-06-03 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（6.2）,5,八月上,918-920,2015-06-03 08:14:00,,FOB韩国
,亚洲PX市场日报（6.2）,5,八月上,939-941,2015-06-03 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（5.28）,1,基准价,892.00-893.00 *,2015-05-29 08:14:00,,FOB韩国
,亚洲PX市场日报（5.28）,1,基准价,913.00-914.00 *,2015-05-29 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（5.28）,2,六月上,901-903,2015-05-29 08:14:00,,FOB韩国
,亚洲PX市场日报（5.28）,2,六月上,922-924,2015-05-29 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（5.28）,3,六月下,899-901 *,2015-05-29 08:14:00,,FOB韩国
,亚洲PX市场日报（5.28）,3,六月下,920-922   *,2015-05-29 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（5.28）,4,七月上,884-886 *,2015-05-29 08:14:00,,FOB韩国
,亚洲PX市场日报（5.28）,4,七月上,905-907   *,2015-05-29 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（5.28）,5,七月下,882-884,2015-05-29 08:14:00,,FOB韩国
,亚洲PX市场日报（5.28）,5,七月下,903-905,2015-05-29 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（5.22）,1,基准价,914.00-915.00 *,2015-05-25 08:19:00,,FOB韩国
,亚洲PX市场日报（5.22）,1,基准价,935.00-936.00 *,2015-05-25 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（5.22）,2,六月上,919-921,2015-05-25 08:19:00,,FOB韩国
,亚洲PX市场日报（5.22）,2,六月上,940-942 ,2015-05-25 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（5.22）,3,六月下,917-919 *,2015-05-25 08:19:00,,FOB韩国
,亚洲PX市场日报（5.22）,3,六月下,938-940   *,2015-05-25 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（5.22）,4,七月上,910-912 *,2015-05-25 08:19:00,,FOB韩国
,亚洲PX市场日报（5.22）,4,七月上,931-933   *,2015-05-25 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（5.22）,5,七月下,8908-910,2015-05-25 08:19:00,,FOB韩国
,亚洲PX市场日报（5.22）,5,七月下,929-931,2015-05-25 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（5.20）,1,基准价,881.50-882.50 *,2015-05-21 08:17:00,,FOB韩国
,亚洲PX市场日报（5.20）,1,基准价,902.50-903.50 *,2015-05-21 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（5.20）,2,六月上,888-890,2015-05-21 08:17:00,,FOB韩国
,亚洲PX市场日报（5.20）,2,六月上,909-911,2015-05-21 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（5.20）,3,六月下,886-888 *,2015-05-21 08:17:00,,FOB韩国
,亚洲PX市场日报（5.20）,3,六月下,907-909   *,2015-05-21 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（5.20）,4,七月上,876-878 *,2015-05-21 08:17:00,,FOB韩国
,亚洲PX市场日报（5.20）,4,七月上,897-899   *,2015-05-21 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（5.20）,5,七月下,874-876,2015-05-21 08:17:00,,FOB韩国
,亚洲PX市场日报（5.20）,5,七月下,895-897   ,2015-05-21 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（5.15）,1,基准价,940.50-941.50 ,2015-05-16 09:07:00,,FOB韩国
,亚洲PX市场日报（5.15）,1,基准价,961.50-962.50,2015-05-16 09:07:00,,CFR台湾/中国
,亚洲PX市场日报（5.15）,2,五月下, 950-952 ,2015-05-16 09:07:00,,FOB韩国
,亚洲PX市场日报（5.15）,2,五月下, 971-973,2015-05-16 09:07:00,,CFR台湾/中国
,亚洲PX市场日报（5.15）,3,六月上,941-943 ,2015-05-16 09:07:00,,FOB韩国
,亚洲PX市场日报（5.15）,3,六月上,962-964,2015-05-16 09:07:00,,CFR台湾/中国
,亚洲PX市场日报（5.15）,4,六月下,939-941 ,2015-05-16 09:07:00,,FOB韩国
,亚洲PX市场日报（5.15）,4,六月下,960-962 ,2015-05-16 09:07:00,,CFR台湾/中国
,亚洲PX市场日报（5.15）,5,七月上, 931-933,2015-05-16 09:07:00,,FOB韩国
,亚洲PX市场日报（5.15）,5,七月上, 952-954  ,2015-05-16 09:07:00,,CFR台湾/中国
,亚洲PX市场日报（5.18）,1,基准价,935.50-936.50 *,2015-05-19 08:09:00,,FOB韩国
,亚洲PX市场日报（5.18）,1,基准价,956.50-957.50 *,2015-05-19 08:09:00,,CFR台湾/中国
,亚洲PX市场日报（5.18）,2,六月上,941-943,2015-05-19 08:09:00,,FOB韩国
,亚洲PX市场日报（5.18）,2,六月上,962-964,2015-05-19 08:09:00,,CFR台湾/中国
,亚洲PX市场日报（5.18）,3,六月下,939-941 *,2015-05-19 08:09:00,,FOB韩国
,亚洲PX市场日报（5.18）,3,六月下,960-962   *,2015-05-19 08:09:00,,CFR台湾/中国
,亚洲PX市场日报（5.18）,4,七月上,931-933 *,2015-05-19 08:09:00,,FOB韩国
,亚洲PX市场日报（5.18）,4,七月上,952-954   *,2015-05-19 08:09:00,,CFR台湾/中国
,亚洲PX市场日报（5.18）,5,七月下,929-931,2015-05-19 08:09:00,,FOB韩国
,亚洲PX市场日报（5.18）,5,七月下,950-952,2015-05-19 08:09:00,,CFR台湾/中国
,亚洲PX市场日报（5.13）,1,基准价,957.50-958.50 *,2015-05-14 08:16:00,,FOB韩国
,亚洲PX市场日报（5.13）,1,基准价,978.50-979.50 *,2015-05-14 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（5.13）,2,五月下,967-969,2015-05-14 08:16:00,,FOB韩国
,亚洲PX市场日报（5.13）,2,五月下,988-990,2015-05-14 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（5.13）,3,六月上,958-960 *,2015-05-14 08:16:00,,FOB韩国
,亚洲PX市场日报（5.13）,3,六月上,979-981   *,2015-05-14 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（5.13）,4,六月下,956-958 *,2015-05-14 08:16:00,,FOB韩国
,亚洲PX市场日报（5.13）,4,六月下,977-979   *,2015-05-14 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（5.13）,5,七月上,944-946,2015-05-14 08:16:00,,FOB韩国
,亚洲PX市场日报（5.13）,5,七月上,965-967,2015-05-14 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（5.11）,1,基准价,967.50-968.50 *,2015-05-12 08:14:00,,FOB韩国
,亚洲PX市场日报（5.11）,1,基准价,988.50-989.50 *,2015-05-12 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（5.11）,2,五月下,977-979,2015-05-12 08:14:00,,FOB韩国
,亚洲PX市场日报（5.11）,2,五月下,998-1000,2015-05-12 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（5.11）,3,六月上,968-970 *,2015-05-12 08:14:00,,FOB韩国
,亚洲PX市场日报（5.11）,3,六月上,989-991   *,2015-05-12 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（5.11）,4,六月下,966-968 *,2015-05-12 08:14:00,,FOB韩国
,亚洲PX市场日报（5.11）,4,六月下,987-989   *,2015-05-12 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（5.11）,5,七月上,960-962  ,2015-05-12 08:14:00,,FOB韩国
,亚洲PX市场日报（5.11）,5,七月上,981-983,2015-05-12 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（5.7）,1,基准价,976.50-977.50 *,2015-05-08 08:19:00,,FOB韩国
,亚洲PX市场日报（5.7）,1,基准价,997.50-998.50 *,2015-05-08 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（5.7）,2,五月下,986-988,2015-05-08 08:19:00,,FOB韩国
,亚洲PX市场日报（5.7）,2,五月下,1007-1009,2015-05-08 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（5.7）,3,六月上,977-979 *,2015-05-08 08:19:00,,FOB韩国
,亚洲PX市场日报（5.7）,3,六月上,998-1000 *,2015-05-08 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（5.7）,4,六月下,975-977 *,2015-05-08 08:19:00,,FOB韩国
,亚洲PX市场日报（5.7）,4,六月下,996-998   *,2015-05-08 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（5.7）,5,七月上,969-971,2015-05-08 08:19:00,,FOB韩国
,亚洲PX市场日报（5.7）,5,七月上,990-992,2015-05-08 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（5.4）,1,基准价,951.50-952.50 *,2015-05-05 08:16:00,,FOB韩国
,亚洲PX市场日报（5.4）,1,基准价,973.50-974.50 *,2015-05-05 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（5.4）,2,五月下,961-963,2015-05-05 08:16:00,,FOB韩国
,亚洲PX市场日报（5.4）,2,五月下,983-985,2015-05-05 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（5.4）,3,六月上,952-954 *,2015-05-05 08:16:00,,FOB韩国
,亚洲PX市场日报（5.4）,3,六月上,974-976   *,2015-05-05 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（5.4）,4,六月下,950-952 *,2015-05-05 08:16:00,,FOB韩国
,亚洲PX市场日报（5.4）,4,六月下,972-974   *,2015-05-05 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（5.4）,5,七月上,944-946,2015-05-05 08:16:00,,FOB韩国
,亚洲PX市场日报（5.4）,5,七月上,966-968   ,2015-05-05 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（5.5）,1,基准价,954.50-955.50 *,2015-05-06 08:17:00,,FOB韩国
,亚洲PX市场日报（5.5）,1,基准价,975.50-976.50 *,2015-05-06 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（5.5）,2,五月下,964-966,2015-05-06 08:17:00,,FOB韩国
,亚洲PX市场日报（5.5）,2,五月下,985-987,2015-05-06 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（5.5）,3,六月上,955-957 *,2015-05-06 08:17:00,,FOB韩国
,亚洲PX市场日报（5.5）,3,六月上,976-978   *,2015-05-06 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（5.5）,4,六月下,953-955 *,2015-05-06 08:17:00,,FOB韩国
,亚洲PX市场日报（5.5）,4,六月下,974-976   *,2015-05-06 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（5.5）,5,七月上,947-949,2015-05-06 08:17:00,,FOB韩国
,亚洲PX市场日报（5.5）,5,七月上,968-970,2015-05-06 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（4.29）,1,基准价,930.00-931.00 *,2015-04-30 08:04:00,,FOB韩国
,亚洲PX市场日报（4.29）,1,基准价,950.00-951.00 *,2015-04-30 08:04:00,,CFR台湾/中国
,亚洲PX市场日报（4.29）,2,五月上,934-936,2015-04-30 08:04:00,,FOB韩国
,亚洲PX市场日报（4.29）,2,五月上,956-958,2015-04-30 08:04:00,,CFR台湾/中国
,亚洲PX市场日报（4.29）,3,五月下,932-934 *,2015-04-30 08:04:00,,FOB韩国
,亚洲PX市场日报（4.29）,3,五月下,954-956   *,2015-04-30 08:04:00,,CFR台湾/中国
,亚洲PX市场日报（4.29）,4,六月上,927-929 *,2015-04-30 08:04:00,,FOB韩国
,亚洲PX市场日报（4.29）,4,六月上,945-947   *,2015-04-30 08:04:00,,CFR台湾/中国
,亚洲PX市场日报（4.29）,5,六月下,926-928   ,2015-04-30 08:04:00,,FOB韩国
,亚洲PX市场日报（4.29）,5,六月下,944-946,2015-04-30 08:04:00,,CFR台湾/中国
,亚洲PX市场日报（4.27）,1,基准价,960.00-961.00 *,2015-04-28 08:17:00,,FOB韩国
,亚洲PX市场日报（4.27）,1,基准价,979.00-980.00 *,2015-04-28 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（4.27）,2,五月上,963-965,2015-04-28 08:17:00,,FOB韩国
,亚洲PX市场日报（4.27）,2,五月上,985-987,2015-04-28 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（4.27）,3,五月下,961-963 *,2015-04-28 08:17:00,,FOB韩国
,亚洲PX市场日报（4.27）,3,五月下,983-985   *,2015-04-28 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（4.27）,4,六月上,958-960 *,2015-04-28 08:17:00,,FOB韩国
,亚洲PX市场日报（4.27）,4,六月上,974-976   *,2015-04-28 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（4.27）,5,六月下,957-959,2015-04-28 08:17:00,,FOB韩国
,亚洲PX市场日报（4.27）,5,六月下,973-975   ,2015-04-28 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（4.21）,1,基准价,945.50-946.50 *,2015-04-22 08:07:00,,FOB韩国
,亚洲PX市场日报（4.21）,1,基准价,967.50-968.50 *,2015-04-22 08:07:00,,CFR台湾/中国
,亚洲PX市场日报（4.21）,2,五月上,951-953,2015-04-22 08:07:00,,FOB韩国
,亚洲PX市场日报（4.21）,2,五月上,973-975,2015-04-22 08:07:00,,CFR台湾/中国
,亚洲PX市场日报（4.21）,3,五月下,949-951 *,2015-04-22 08:07:00,,FOB韩国
,亚洲PX市场日报（4.21）,3,五月下,971-973   *,2015-04-22 08:07:00,,CFR台湾/中国
,亚洲PX市场日报（4.21）,4,六月上,941-943 *,2015-04-22 08:07:00,,FOB韩国
,亚洲PX市场日报（4.21）,4,六月上,963-965   *,2015-04-22 08:07:00,,CFR台湾/中国
,亚洲PX市场日报（4.21）,5,六月下,941-943,2015-04-22 08:07:00,,FOB韩国
,亚洲PX市场日报（4.21）,5,六月下,963-965,2015-04-22 08:07:00,,CFR台湾/中国
,亚洲PX市场日报（4.22）,1,基准价,932.00-933.00 *,2015-04-23 08:17:00,,FOB韩国
,亚洲PX市场日报（4.22）,1,基准价,954.00-955.00 *,2015-04-23 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（4.22）,2,五月上,938-940,2015-04-23 08:17:00,,FOB韩国
,亚洲PX市场日报（4.22）,2,五月上,960-962,2015-04-23 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（4.22）,3,五月下,936-938 *,2015-04-23 08:17:00,,FOB韩国
,亚洲PX市场日报（4.22）,3,五月下,958-960   *,2015-04-23 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（4.22）,4,六月上,927-929 *,2015-04-23 08:17:00,,FOB韩国
,亚洲PX市场日报（4.22）,4,六月上,949-951   *,2015-04-23 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（4.22）,5,六月下,927-929,2015-04-23 08:17:00,,FOB韩国
,亚洲PX市场日报（4.22）,5,六月下,949-951   ,2015-04-23 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（4.17）,1,基准价,912.50-913.50 *,2015-04-20 08:09:00,,FOB韩国
,亚洲PX市场日报（4.17）,1,基准价,934.50-935.50 *,2015-04-20 08:09:00,,CFR台湾/中国
,亚洲PX市场日报（4.17）,2,五月上,916-918,2015-04-20 08:09:00,,FOB韩国
,亚洲PX市场日报（4.17）,2,五月上,938-940,2015-04-20 08:09:00,,CFR台湾/中国
,亚洲PX市场日报（4.17）,3,五月下,914-916 *,2015-04-20 08:09:00,,FOB韩国
,亚洲PX市场日报（4.17）,3,五月下,936-938   *,2015-04-20 08:09:00,,CFR台湾/中国
,亚洲PX市场日报（4.17）,4,六月上,910-912 *,2015-04-20 08:09:00,,FOB韩国
,亚洲PX市场日报（4.17）,4,六月上,932-934   *,2015-04-20 08:09:00,,CFR台湾/中国
,亚洲PX市场日报（4.17）,5,六月下,910-912 *,2015-04-20 08:09:00,,FOB韩国
,亚洲PX市场日报（4.17）,5,六月下,932-934   *,2015-04-20 08:09:00,,CFR台湾/中国
,亚洲PX市场日报（4.14）,1,基准价,894.50-895.50 *,2015-04-15 08:13:00,,FOB韩国
,亚洲PX市场日报（4.14）,1,基准价,916.50-917.50 *,2015-04-15 08:13:00,,CFR台湾/中国
,亚洲PX市场日报（4.14）,2,四月下,896-898,2015-04-15 08:13:00,,FOB韩国
,亚洲PX市场日报（4.14）,2,四月下,918-920,2015-04-15 08:13:00,,CFR台湾/中国
,亚洲PX市场日报（4.14）,3,五月上,894-896 *,2015-04-15 08:13:00,,FOB韩国
,亚洲PX市场日报（4.14）,3,五月上,916-918   *,2015-04-15 08:13:00,,CFR台湾/中国
,亚洲PX市场日报（4.14）,4,五月下,894-896 *,2015-04-15 08:13:00,,FOB韩国
,亚洲PX市场日报（4.14）,4,五月下,916-918   *,2015-04-15 08:13:00,,CFR台湾/中国
,亚洲PX市场日报（4.14）,5,六月上,890-892,2015-04-15 08:13:00,,FOB韩国
,亚洲PX市场日报（4.14）,5,六月上,912-914,2015-04-15 08:13:00,,CFR台湾/中国
,亚洲PX市场日报（4.15）,1,基准价,905.50-906.50 *,2015-04-16 08:14:00,,FOB韩国
,亚洲PX市场日报（4.15）,1,基准价,927.50-928.50 *,2015-04-16 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（4.15）,2,四月下,908-910,2015-04-16 08:14:00,,FOB韩国
,亚洲PX市场日报（4.15）,2,四月下,930-932,2015-04-16 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（4.15）,3,五月上,906-908 *,2015-04-16 08:14:00,,FOB韩国
,亚洲PX市场日报（4.15）,3,五月上,928-930   *,2015-04-16 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（4.15）,4,五月下,904-906 *,2015-04-16 08:14:00,,FOB韩国
,亚洲PX市场日报（4.15）,4,五月下,926-928   *,2015-04-16 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（4.15）,5,六月上,900-902,2015-04-16 08:14:00,,FOB韩国
,亚洲PX市场日报（4.15）,5,六月上,922-924,2015-04-16 08:14:00,,CFR台湾/中国
,亚洲PX市场日报（6.9）,1,基准价,908.50-909.50 *,2015-06-10 08:19:00,,FOB韩国
,亚洲PX市场日报（6.9）,1,基准价,929.50-930.50 *,2015-06-10 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（6.9）,2,六月下,924-926,2015-06-10 08:19:00,,FOB韩国
,亚洲PX市场日报（6.9）,2,六月下,945-947,2015-06-10 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（6.9）,3,七月上,911-913 *,2015-06-10 08:19:00,,FOB韩国
,亚洲PX市场日报（6.9）,3,七月上,932-934    *,2015-06-10 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（6.9）,4,七月下,905-907 *,2015-06-10 08:19:00,,FOB韩国
,亚洲PX市场日报（6.9）,4,七月下,926-928    *,2015-06-10 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（6.9）,5,八月上,900-902,2015-06-10 08:19:00,,FOB韩国
,亚洲PX市场日报（6.9）,5,八月上,921-923,2015-06-10 08:19:00,,CFR台湾/中国
,亚洲PX市场日报（6.11）,1,基准价,924.50-925.50 *,2015-06-12 08:08:00,,FOB韩国
,亚洲PX市场日报（6.11）,1,基准价,945.50-946.50 *,2015-06-12 08:08:00,,CFR台湾/中国
,亚洲PX市场日报（6.11）,2,六月下,940-942,2015-06-12 08:08:00,,FOB韩国
,亚洲PX市场日报（6.11）,2,六月下,961-963,2015-06-12 08:08:00,,CFR台湾/中国
,亚洲PX市场日报（6.11）,3,七月上,927-929 *,2015-06-12 08:08:00,,FOB韩国
,亚洲PX市场日报（6.11）,3,七月上,948-950    *,2015-06-12 08:08:00,,CFR台湾/中国
,亚洲PX市场日报（6.11）,4,七月下,921-923 *,2015-06-12 08:08:00,,FOB韩国
,亚洲PX市场日报（6.11）,4,七月下,942-944    *,2015-06-12 08:08:00,,CFR台湾/中国
,亚洲PX市场日报（6.11）,5,八月上,916-918,2015-06-12 08:08:00,,FOB韩国
,亚洲PX市场日报（6.11）,5,八月上,937-939,2015-06-12 08:08:00,,CFR台湾/中国
,亚洲PX市场日报（6.16）,1,基准价,917.00-918.00 *,2015-06-17 08:15:00,,FOB韩国
,亚洲PX市场日报（6.16）,1,基准价,938.00-939.00 *,2015-06-17 08:15:00,,CFR台湾/中国
,亚洲PX市场日报（6.16）,2,七月上,923-925,2015-06-17 08:15:00,,FOB韩国
,亚洲PX市场日报（6.16）,2,七月上,944-946,2015-06-17 08:15:00,,CFR台湾/中国
,亚洲PX市场日报（6.16）,3,七月下,919-921 *,2015-06-17 08:15:00,,FOB韩国
,亚洲PX市场日报（6.16）,3,七月下,940-942    *,2015-06-17 08:15:00,,CFR台湾/中国
,亚洲PX市场日报（6.16）,4,八月上,914-916 *,2015-06-17 08:15:00,,FOB韩国
,亚洲PX市场日报（6.16）,4,八月上,935-937    *  ,2015-06-17 08:15:00,,CFR台湾/中国
,亚洲PX市场日报（6.16）,5,八月下,912-914,2015-06-17 08:15:00,,FOB韩国
,亚洲PX市场日报（6.16）,5,八月下,933-935,2015-06-17 08:15:00,,CFR台湾/中国
,亚洲PX市场日报（6.18）,1,基准价,921.50-922.50 *,2015-06-19 08:16:00,,FOB韩国
,亚洲PX市场日报（6.18）,1,基准价,942.50-943.50 *,2015-06-19 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（6.18）,2,七月上,931-933,2015-06-19 08:16:00,,FOB韩国
,亚洲PX市场日报（6.18）,2,七月上,952-954,2015-06-19 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（6.18）,3,七月下,927-929 *,2015-06-19 08:16:00,,FOB韩国
,亚洲PX市场日报（6.18）,3,七月下,948-950    * ,2015-06-19 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（6.18）,4,八月上,915-917 *,2015-06-19 08:16:00,,FOB韩国
,亚洲PX市场日报（6.18）,4,八月上,936-938    *,2015-06-19 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（6.18）,5,八月下,913-915,2015-06-19 08:16:00,,FOB韩国
,亚洲PX市场日报（6.18）,5,八月下,934-936     ,2015-06-19 08:16:00,,CFR台湾/中国
,亚洲PX市场日报（6.23）,1,基准价,920.00-921.00 *,2015-06-24 08:12:00,,FOB韩国
,亚洲PX市场日报（6.23）,1,基准价,941.00-942.00 *,2015-06-24 08:12:00,,CFR台湾/中国
,亚洲PX市场日报（6.23）,2,七月上,932-934,2015-06-24 08:12:00,,FOB韩国
,亚洲PX市场日报（6.23）,2,七月上,953-955,2015-06-24 08:12:00,,CFR台湾/中国
,亚洲PX市场日报（6.23）,3,七月下,928-930 *,2015-06-24 08:12:00,,FOB韩国
,亚洲PX市场日报（6.23）,3,七月下,949-951    *,2015-06-24 08:12:00,,CFR台湾/中国
,亚洲PX市场日报（6.23）,4,八月上,911-913 *,2015-06-24 08:12:00,,FOB韩国
,亚洲PX市场日报（6.23）,4,八月上,932-934    *,2015-06-24 08:12:00,,CFR台湾/中国
,亚洲PX市场日报（6.23）,5,八月下,909-911,2015-06-24 08:12:00,,FOB韩国
,亚洲PX市场日报（6.23）,5,八月下,930-932   ,2015-06-24 08:12:00,,CFR台湾/中国
,亚洲PX市场日报（6.25）,1,基准价,925.50-926.50 *,2015-06-26 08:10:00,,FOB韩国
,亚洲PX市场日报（6.25）,1,基准价,946.50-947.50 *,2015-06-26 08:10:00,,CFR台湾/中国
,亚洲PX市场日报（6.25）,2,七月上,937-939,2015-06-26 08:10:00,,FOB韩国
,亚洲PX市场日报（6.25）,2,七月上,958-960,2015-06-26 08:10:00,,CFR台湾/中国
,亚洲PX市场日报（6.25）,3,七月下,933-935 *,2015-06-26 08:10:00,,FOB韩国
,亚洲PX市场日报（6.25）,3,七月下,954-956    *,2015-06-26 08:10:00,,CFR台湾/中国
,亚洲PX市场日报（6.25）,4,八月上,917-919 *,2015-06-26 08:10:00,,FOB韩国
,亚洲PX市场日报（6.25）,4,八月上,938-940    *,2015-06-26 08:10:00,,CFR台湾/中国
,亚洲PX市场日报（6.25）,5,八月下,916-918,2015-06-26 08:10:00,,FOB韩国
,亚洲PX市场日报（6.25）,5,八月下,937-939,2015-06-26 08:10:00,,CFR台湾/中国
,亚洲PX市场日报（6.29）,1,基准价,906.50-907.50 *,2015-06-30 08:17:00,,FOB韩国
,亚洲PX市场日报（6.29）,1,基准价,927.50-928.50 *,2015-06-30 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（6.29）,2,七月上,916-918,2015-06-30 08:17:00,,FOB韩国
,亚洲PX市场日报（6.29）,2,七月上,937-939,2015-06-30 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（6.29）,3,七月下,912-914 *,2015-06-30 08:17:00,,FOB韩国
,亚洲PX市场日报（6.29）,3,七月下,933-935    *,2015-06-30 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（6.29）,4,八月上,900-902 *,2015-06-30 08:17:00,,FOB韩国
,亚洲PX市场日报（6.29）,4,八月上,921-923    *,2015-06-30 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（6.29）,5,八月下,897-899,2015-06-30 08:17:00,,FOB韩国
,亚洲PX市场日报（6.29）,5,八月下,918-920,2015-06-30 08:17:00,,CFR台湾/中国
,亚洲PX市场日报（7.1）,1,基准价,890.00-891.00 *,2015-07-02 08:15:00,,FOB韩国
,亚洲PX市场日报（7.1）,1,基准价,911.00-912.00 *,2015-07-02 08:15:00,,CFR台湾/中国
,亚洲PX市场日报（7.1）,2,七月下,903-905,2015-07-02 08:15:00,,FOB韩国
,亚洲PX市场日报（7.1）,2,七月下,924-926,2015-07-02 08:15:00,,CFR台湾/中国
,亚洲PX市场日报（7.1）,3,八月上,891-893 *,2015-07-02 08:15:00,,FOB韩国
,亚洲PX市场日报（7.1）,3,八月上,912-914    *,2015-07-02 08:15:00,,CFR台湾/中国
,亚洲PX市场日报（7.1）,4,八月下,888-890 *,2015-07-02 08:15:00,,FOB韩国
,亚洲PX市场日报（7.1）,4,八月下,909-911    *,2015-07-02 08:15:00,,CFR台湾/中国
,亚洲PX市场日报（7.1）,5,九月上,883-885,2015-07-02 08:15:00,,FOB韩国
,亚洲PX市场日报（7.1）,5,九月上,904-906,2015-07-02 08:15:00,,CFR台湾/中国
,亚洲PX市场日报（7.3）,1,基准价,894.00-895.00 *,2015-07-04 13:37:00,,FOB韩国
,亚洲PX市场日报（7.3）,1,基准价,915.00-916.00 *,2015-07-04 13:37:00,,CFR台湾/中国
,亚洲PX市场日报（7.3）,2,七月下,907-909,2015-07-04 13:37:00,,FOB韩国
,亚洲PX市场日报（7.3）,2,七月下,928-930,2015-07-04 13:37:00,,CFR台湾/中国
,亚洲PX市场日报（7.3）,3,八月上,895-897 *   ,2015-07-04 13:37:00,,FOB韩国
,亚洲PX市场日报（7.3）,3,八月上,916-918    *,2015-07-04 13:37:00,,CFR台湾/中国
,亚洲PX市场日报（7.3）,4,八月下,892-894 *   ,2015-07-04 13:37:00,,FOB韩国
,亚洲PX市场日报（7.3）,4,八月下,913-915    *,2015-07-04 13:37:00,,CFR台湾/中国
,亚洲PX市场日报（7.3）,5,九月上,887-889,2015-07-04 13:37:00,,FOB韩国
,亚洲PX市场日报（7.3）,5,九月上,908-910,2015-07-04 13:37:00,,CFR台湾/中国
,亚洲PX市场日报（7.7）,1,基准价,857.00-858.00 *,2015-07-08 08:02:00,,FOB韩国
,亚洲PX市场日报（7.7）,1,基准价,878.00-879.00 *,2015-07-08 08:02:00,,CFR台湾/中国
,亚洲PX市场日报（7.7）,2,七月下,870-872,2015-07-08 08:02:00,,FOB韩国
,亚洲PX市场日报（7.7）,2,七月下,891-893,2015-07-08 08:02:00,,CFR台湾/中国
,亚洲PX市场日报（7.7）,3,八月上,858-860 *,2015-07-08 08:02:00,,FOB韩国
